status,title,month,year,word_count,interaction,finance,week_recommend,fans_count,author,popularity,novel_id,category,is_sign,abstract,IP_Score,interaction_rate,gold_content,fans_activity,weekly_intensity,word_count_log,popularity_log,interaction_log,finance_log,plat_qidian,plat_zongheng,cat_东方玄幻,cat_修真文明,cat_其他,cat_历史,cat_原生幻想,cat_古典仙侠,cat_幻想修仙,cat_异世大陆,cat_异术超能,cat_时空穿梭,cat_武侠仙侠,cat_玄幻奇幻,cat_科幻,cat_衍生同人,cat_都市,cat_都市生活,title_length,abstract_length,has_abstract
0,大厨小婿,4,2020,3961788,83910,5016,0,0,烟斗老哥,9793649,892247,都市,1,,75.91851363810332,0.008567796480372486,12.660946860117992,0.0,0.0,15.192206248891138,16.09724477444085,11.33751199232379,8.520587424484253,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,0,0
0,非洲酋长,4,2020,2042541,689615,6684,0,0,更俗,6974561,927896,都市,1,,78.31070467611583,0.09887574302156896,32.723929299862625,0.0,0.0,14.529705668540375,15.757780088001047,13.44389019991861,8.807621489536043,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,0,0
0,日月风华,4,2020,6066154,5819911,4715,0,0,沙漠,45430436,954217,历史,1,,84.22704912893512,0.12810598762235106,7.772633571018215,0.0,0.0,15.6182355191627,17.63169285688369,15.576795699318394,8.458716261657262,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,0,0
0,剑道第一仙,4,2020,11314838,855845,3660,20,1,萧瑾瑜,111752199,957220,玄幻奇幻,1,,83.66128358915424,0.00765841746292243,3.2346903035915933,1.1684345080773878e-06,2.3368690161547755e-05,16.241625608048853,18.531794478065066,13.6598457323967,8.205491613120236,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5,0,0
0,逆天邪神,4,2020,7859450,3857449,3590,12671,292,火星引力,339035084,408586,玄幻奇幻,1,,88.1328093837415,0.011377728060209463,4.567749070513958,7.56976759258059e-05,0.003284812505670845,15.877227314637707,19.64161415556465,15.16551690137265,8.186185994226083,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4,0,0
0,踏破太古,4,2020,2614930,11613,2571,0,0,易水川,246138,887576,玄幻奇幻,1,,61.451483443030575,0.04718065808344066,9.831999391188525,0.0,0.0,14.776748268899768,12.413651695989547,9.359966545931995,7.85243908535751,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4,0,0
0,最强狂兵,4,2020,16822970,2622673,3474,95,0,烈焰滔滔,207715607,411993,都市,1,,86.29343254563526,0.01262626831586002,2.0650335781949574,0.0,3.6222572839781076e-05,16.63825583186934,19.15168043286937,14.779704965955316,8.153349757998892,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,0,0
0,万象天劫,4,2020,1694946,24620,2478,0,0,西门小陆,318996,843844,玄幻奇幻,1,,62.79168282576843,0.07717940921074493,14.61992616878286,0.0,0.0,14.343162029871241,12.672936977334045,10.111355016297821,7.8156105320351905,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4,0,0
0,我真是太阴险了,4,2020,3082145,25662,2426,0,0,单王张,1991316,977482,都市,1,,67.6516171939093,0.01288694868772777,7.871139134875506,0.0,0.0,14.941136665576657,14.50430678684687,10.1528055448198,7.794411205726601,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7,0,0
0,永生才能不灭,4,2020,2706332,2527,2270,0,0,千年浩劫,229942,881215,武侠仙侠,1,,59.19804535579517,0.010989680051143109,8.387733512468717,0.0,0.0,14.81110514000859,12.345586731104417,7.8351837552667485,7.7279755421055585,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6,0,0
