title,author,category,abstract,status,platform,word_count,popularity,interaction,finance,fans_count,week_recommend
冒牌运灵师,想看许多风景的兔子,都市,,完结,Zongheng,1943584,36530,3585,55,15,0
全能巨星：天道带我上高速,覆手,都市,,完结,Zongheng,1052696,825554,58248,307,56,0
国民神医,步行天下,都市,,完结,Zongheng,1098339,18292870,645778,8634,214,0
带着系统来大宋,浪子边城,历史,,完结,Zongheng,3009174,222723,6154,47,8,0
三国归晋,魔力鸟,历史,,完结,Zongheng,1368763,271190,15885,18,1,0
大燕斩妖人,独孤老道,玄幻奇幻,,完结,Zongheng,1401183,744309,8935,999,27,0
一剑吞鸿,曹家大官人,武侠仙侠,,连载,Zongheng,2381639,1027914,99448,122,147,143
疯了吧！你管这叫美丽人生？,商时一,奇闻异事,,完结,Zongheng,1981235,263608,6950,19,4,0
剑神老爹逼我去修炼,小丑阿四,武侠仙侠,,完结,Zongheng,1110843,17288,140,18,4,0
成就系统：我在武道世界里修仙,万红壮,武侠仙侠,,完结,Zongheng,2617561,296676,4749,131,48,2
九转玄邪录,辰安的安,玄幻奇幻,,完结,Zongheng,899026,9168,345,26,8,0
末日游戏：开局觉醒神级天赋,休闲的道士,科幻,,完结,Zongheng,1208358,338611,1601,57,7,0
提刑仙官,一介白衣,武侠仙侠,,完结,Zongheng,696356,39549,3285,51,11,0
开局一座仙武宝库,心情很不棒,玄幻奇幻,,连载,Zongheng,1696818,369016,3428,98,28,0
审判未来2028,灵魂指匠,科幻,,完结,Zongheng,1095205,87667,7611,52,11,0
我是一名剑修,聆听那曲忧伤,武侠仙侠,,完结,Zongheng,2131711,73743,2503,19,6,0
深度迷案,春天的熊,奇闻异事,,完结,Zongheng,1017367,109565,4132,27,84,0
穿越武大郎之救宋,云中飞蛾,历史,,完结,Zongheng,601857,119359,5225,23,2,0
气武我为王,王小猪,玄幻奇幻,,完结,Zongheng,487994,15610,1595,18,5,0
不会修炼的我成帝了,古月木四个点,玄幻奇幻,,完结,Zongheng,381275,275799,6161,28,10,0
雪中悍刀行,烽火戏诸侯,玄幻奇幻,,完结,Zongheng,4615353,122878262,10739808,27,15230,56
天道天骄,拈花一叶,玄幻奇幻,,连载,Zongheng,18297742,2213591,50708,32,77,0
星辰之主,减肥专家,科幻,,连载,Zongheng,7896999,16789328,3523732,51,3135,3106
网游之剑刃舞者,不是闻人,游戏,,连载,Zongheng,24721315,4896829,156272,20,317,65
逆天邪神,火星引力,玄幻奇幻,,连载,Zongheng,7866492,339934607,3867038,90,71224,7634
一世独尊,月如火,玄幻奇幻,,完结,Zongheng,7830380,28780550,243050,60,4467,8
天降鬼才,武异,玄幻奇幻,,连载,Zongheng,12504929,1546109,107287,90,319,15
剑来,烽火戏诸侯,武侠仙侠,,连载,Zongheng,13059580,353692926,18733631,2299,158301,4274
末日崛起,太极阴阳鱼,科幻,,连载,Zongheng,7991075,5553992,425137,41,372,7
踏星,随散飘风,科幻,,完结,Zongheng,17017670,130694918,1348833,790,13277,42
狂暴逆袭,罗玛,玄幻奇幻,,连载,Zongheng,8090044,5413528,248187,45,874,0
大华恩仇引,梅远尘,武侠仙侠,,连载,Zongheng,1144710,378382,25908,31,328,0
一剑独尊,青鸾峰上,玄幻奇幻,,完结,Zongheng,9540676,423149920,20514786,19,14013,10
金币即是正义,盘古混沌,N次元,,完结,Zongheng,6845889,1284739,105268,49,678,49
猎天争锋,睡秋,玄幻奇幻,,完结,Zongheng,6360220,13163722,526842,1081,444,114
都市古仙医,超爽黑啤,都市,,连载,Zongheng,10815609,34712716,18069,29,1658,0
悍卒斩天,三青色,玄幻奇幻,,完结,Zongheng,7601265,4890717,21420,27,141,0
凶灵秘闻录,北极猎手,奇闻异事,,完结,Zongheng,9852661,3155727,71924,62,495,21
负鼎,白鳞,玄幻奇幻,,连载,Zongheng,7994153,137930,12289,18,112,28
这个世界很危险,叶知风,武侠仙侠,,完结,Zongheng,4390100,4141713,38563,18,67,0
太荒吞天诀,铁马飞桥,玄幻奇幻,,连载,Zongheng,14787195,91332742,204858,85,10066,994
夜烬天下,榭依,武侠仙侠,,完结,Zongheng,4537951,5912672,107531,92,146,0
五仙门,看得两叁言,武侠仙侠,,连载,Zongheng,9746108,7188878,101464,129,697,436
日月风华,沙漠,历史,,完结,Zongheng,6066154,45432602,5819914,333,1806,3
剑道第一仙,萧瑾瑜,玄幻奇幻,,完结,Zongheng,11314838,111772729,855861,1967,6431,11
神国之上,见异思剑,武侠仙侠,,完结,Zongheng,2761640,7331716,96265,21,1691,29
全音阶狂潮,灵宇,都市,,连载,Zongheng,7285162,6187554,1317516,48,1218,147
大隐,剑非心,武侠仙侠,,连载,Zongheng,917419,102917,14047,314,98,24
陆地键仙,六如和尚,玄幻奇幻,,连载,Zongheng,7749097,28630739,471414,216,3186,397
渡劫之王,无罪,武侠仙侠,,完结,Zongheng,4006216,576247713,6497336,22,908,46
卒舞,我等天黑,武侠仙侠,,连载,Zongheng,1972633,131690,20669,25,70,0
一剑绝世,贪睡的龙,玄幻奇幻,,完结,Zongheng,5740512,5205144,40448,41,315,0
道断修罗,列夕,玄幻奇幻,,完结,Zongheng,13266747,1633941,20066,256,148,0
门马,对井当歌,都市,,完结,Zongheng,4324144,2371978,17842,25,182,0
我有一尊炼妖壶,轻浮你一笑,玄幻奇幻,,完结,Zongheng,4802514,4366609,37678,64,345,0
大明烟火,阳光下写字,历史,,连载,Zongheng,6113008,6518170,6758,46,84,0
仙帝,落渊,玄幻奇幻,,连载,Zongheng,3682996,253448,3573,32,13,0
万相之王,天蚕土豆,玄幻奇幻,,完结,Zongheng,4798602,109503742,257175,100,3586,38
将军好凶猛,更俗,历史,,完结,Zongheng,3315175,12298608,1131158,734,1250,40
仙王奶爸,单王张,都市,,完结,Zongheng,4934388,1843185,33082,23,211,0
娱乐王朝,三寸刀,都市,,完结,Zongheng,6256415,425306,114533,78,142,0
神霄之上,神出古异,武侠仙侠,,完结,Zongheng,3915966,2026232,40900,86,313,0
我契约了我自己,道三生,科幻,,完结,Zongheng,3068644,1877047,43438,43,185,8
陵虚血途,姜云,玄幻奇幻,,完结,Zongheng,2879684,973159,16947,1352,74,0
最强战神,烈焰滔滔,都市,,完结,Zongheng,5477393,24369037,614734,4134,1964,0
盖世人王,一叶青天,玄幻奇幻,,完结,Zongheng,5977434,15023176,88076,212,882,38
过河卒,莫问江湖,武侠仙侠,,完结,Zongheng,7013976,10046225,169055,330,784,66
大明：我重生成了朱允炆,寒梅惊雪,历史,,完结,Zongheng,4703224,3377344,22717,193,171,0
仙都,陈猿,玄幻奇幻,,连载,Zongheng,5841689,7245828,436477,215,617,138
望仙门,门外秋千,武侠仙侠,,连载,Zongheng,3192217,565997,10166,18,47,22
大道神主,呆滞的鸡蛋,玄幻奇幻,,连载,Zongheng,5818201,194621,2783,229,5,0
人间畏途,挥手长相谢,玄幻奇幻,,完结,Zongheng,2535745,86307,2027,24,43,0
万界剑尊,百岁千秋,玄幻奇幻,,完结,Zongheng,3144417,476851,2663,18,28,0
重返1998,笔舞春秋,都市,,完结,Zongheng,4395019,5891725,8864,54,188,21
全军列阵,知白,历史,,完结,Zongheng,4292575,34820248,1305817,3452,864,0
杨氏崛起之啃孙成仙,临轩逸云,武侠仙侠,,完结,Zongheng,4454059,1525279,21412,1446,122,36
大荒剑帝,食堂包子,玄幻奇幻,,连载,Zongheng,5182489,8283723,56177,2264,300,89
德芸大师兄,慎思量,都市,,完结,Zongheng,4041964,464308,1111,18,16,0
恶鬼当道,六道蚂蚱,武侠仙侠,,完结,Zongheng,2923070,375531,12491,88,172,0
猎场风云,霁雪斋,都市,,完结,Zongheng,1517023,338494,116816,566,105,0
大魏芳华,西风紧,历史,,连载,Zongheng,2949151,18815772,613560,967,2805,1478
武夫,平生未知寒,武侠仙侠,,完结,Zongheng,4134606,16384127,83140,444,901,8
网游：我有万倍增幅,醉卧九重云,游戏,,完结,Zongheng,5645922,5448234,28004,130,314,0
凡徒,曳光,武侠仙侠,,完结,Zongheng,3279810,2241476,260185,907,187,8
重生之营销之王,易宿,都市,,完结,Zongheng,1039124,440462,24287,81,29,0
我在明末当特工,阿甘先生,历史,,完结,Zongheng,1279566,270164,28312,35,23,0
我有一剑,青鸾峰上,玄幻奇幻,,完结,Zongheng,5528725,304202749,697636,835,31577,37
灰烬领主,我爱小豆,玄幻奇幻,,连载,Zongheng,11970932,19895185,335688,446,1969,345
此地有妖气,步履无声,都市,,完结,Zongheng,5760898,4075063,20368,51,215,0
妖孽的开挂人生,打蚊子用炮轰,都市,,完结,Zongheng,6492627,457956,4219,18,13,0
我在修仙界猎杀穿越者,地瓜舟,武侠仙侠,,完结,Zongheng,1480149,396796,13942,4440,79,0
魔神乐园,寒潇瑟瑟雨斜斜,科幻,,完结,Zongheng,3003656,251757,2627,20,18,0
无限超进化,世纪阳光,玄幻奇幻,,连载,Zongheng,1631576,234091,10779,25,5,0
对弈江山,染夕遥,历史,,连载,Zongheng,7467482,2279967,196728,146,162,48
仙道觅长生,风雨不同舟,玄幻奇幻,,完结,Zongheng,2095145,67244,4799,119,20,0
东域游侠传,十月重阳,武侠仙侠,,完结,Zongheng,1090954,575092,22481,33,50,12
大造化剑主,六道沉沦,玄幻奇幻,,完结,Zongheng,8641762,8215719,87478,91,352,0
深海求生：我能看到弹幕提示,白鳞雨衣,科幻,,完结,Zongheng,1789388,335069,259,119,61,0
超能星武,乱世狂刀,玄幻奇幻,,完结,Zongheng,2496309,5722399,125637,838,691,0
吞天道主,遥看远山,玄幻奇幻,,完结,Zongheng,2732074,228683,8533,23,75,0
银河最强机师,一梦不起,玄幻奇幻,,完结,Zongheng,3353343,65382,1032,18,1,0
机战：全金属风暴,辰燃,科幻,,完结,Zongheng,6354821,4390021,50697,78,257,3
且听剑吟,知是荔枝来,武侠仙侠,,连载,Zongheng,2719219,1678491,46254,43,230,0
医路青云,烟斗老哥,都市,,完结,Zongheng,3999835,8237932,103768,277,669,0
寻宝全世界,尼罗河,都市,,连载,Zongheng,6919150,2948883,82435,24,223,66
一世如龙,关中老人,都市,,完结,Zongheng,2999438,16707160,464635,74,171,0
夜江湖,醉柒夕,武侠仙侠,,完结,Zongheng,1057063,42721,2535,127,23,0
洛神纪,冬日温黄酒,玄幻奇幻,,完结,Zongheng,1222598,110976,4610,24,32,0
不朽神途,根本不重,玄幻奇幻,,连载,Zongheng,920776,16686,535,113,11,0
一剑擎天,萧秋寒,武侠仙侠,,连载,Zongheng,1795749,255896,8727,48,27,0
绝世神医,李闲鱼,都市,,完结,Zongheng,2662144,2855361,36194,196,248,0
绝世强者,我本疯狂,都市,,完结,Zongheng,2020453,4003582,18285,3149,245,0
弈剑书,旧山,武侠仙侠,,连载,Zongheng,2392711,373898,16251,1595,61,0
大明公务员,名剑山庄,历史,,完结,Zongheng,3253132,1211343,12337,75,50,0
冒牌运灵师,想看许多风景的兔子,都市,,完结,Zongheng,1943584,36530,3585,52,15,0
全能巨星：天道带我上高速,覆手,都市,,完结,Zongheng,1052696,825554,58248,70,56,0
国民神医,步行天下,都市,,完结,Zongheng,1098339,18292870,645778,12391,214,0
三国归晋,魔力鸟,历史,,完结,Zongheng,1368763,271190,15885,42,1,0
大燕斩妖人,独孤老道,玄幻奇幻,,完结,Zongheng,1401183,744309,8935,1100,27,0
一剑吞鸿,曹家大官人,武侠仙侠,,连载,Zongheng,2381639,1027914,99448,106,147,143
成就系统：我在武道世界里修仙,万红壮,武侠仙侠,,完结,Zongheng,2617561,296676,4749,29,48,2
九转玄邪录,辰安的安,玄幻奇幻,,完结,Zongheng,899026,9168,345,34,8,0
提刑仙官,一介白衣,武侠仙侠,,完结,Zongheng,696356,39549,3285,56,11,0
开局一座仙武宝库,心情很不棒,玄幻奇幻,,连载,Zongheng,1696818,369016,3428,85,28,0
重生之我是大老板,快乐洪峰,都市,,连载,Zongheng,500197,10216,73,21,1,0
深度迷案,春天的熊,奇闻异事,,完结,Zongheng,1017367,109565,4132,38,84,0
气武我为王,王小猪,玄幻奇幻,,完结,Zongheng,487994,15610,1595,20,5,0
剑道长生路,人间无爱渡红尘,武侠仙侠,,连载,Zongheng,2684753,946125,22770,33,110,16
剑气长安,七分明月,武侠仙侠,,完结,Zongheng,772129,67116,649,244,11,0
布衣首辅,霁雪斋,历史,,完结,Zongheng,1756356,440827,108511,59,83,0
不会修炼的我成帝了,古月木四个点,玄幻奇幻,,完结,Zongheng,381275,275799,6161,29,10,0
空姐背后,雪豹,都市,,连载,Zongheng,2940976,831414,5731,107,64,14
雪中悍刀行,烽火戏诸侯,玄幻奇幻,,完结,Zongheng,4615353,122878266,10739808,26,15230,56
星辰之主,减肥专家,科幻,,连载,Zongheng,7896999,16789334,3523732,260,3135,3106
网游之剑刃舞者,不是闻人,游戏,,连载,Zongheng,24721315,4896829,156272,17,317,65
逆天邪神,火星引力,玄幻奇幻,,连载,Zongheng,7866492,339934779,3867038,74,71225,7634
一世独尊,月如火,玄幻奇幻,,完结,Zongheng,7830380,28780550,243050,63,4467,8
天降鬼才,武异,玄幻奇幻,,连载,Zongheng,12504929,1546109,107287,89,319,15
焚天路,洛神雨,武侠仙侠,,完结,Zongheng,5264819,1519241,38399,1373,432,0
剑来,烽火戏诸侯,武侠仙侠,,连载,Zongheng,13059580,353692989,18733631,1052,158301,4274
踏星,随散飘风,科幻,,完结,Zongheng,17017670,130694920,1348833,1230,13277,42
狂暴逆袭,罗玛,玄幻奇幻,,连载,Zongheng,8090044,5413528,248187,36,874,0
大华恩仇引,梅远尘,武侠仙侠,,连载,Zongheng,1144710,378382,25908,39,328,0
星空蕴道,攀龙附凤,玄幻奇幻,,完结,Zongheng,3035927,642907,10028,27,223,0
金币即是正义,盘古混沌,N次元,,完结,Zongheng,6845889,1284739,105268,34,678,49
猎天争锋,睡秋,玄幻奇幻,,完结,Zongheng,6360220,13163722,526842,895,444,114
都市古仙医,超爽黑啤,都市,,连载,Zongheng,10815609,34712716,18069,44,1658,0
悍卒斩天,三青色,玄幻奇幻,,完结,Zongheng,7601265,4890718,21420,16,141,0
太古玄幻录,惊鸿飞羽,玄幻奇幻,,连载,Zongheng,1485315,17590,4053,123,58,0
凶灵秘闻录,北极猎手,奇闻异事,,完结,Zongheng,9852661,3155727,71924,40,495,21
负鼎,白鳞,玄幻奇幻,,连载,Zongheng,7994153,137930,12289,19,112,28
这个世界很危险,叶知风,武侠仙侠,,完结,Zongheng,4390100,4141713,38563,16,67,0
太荒吞天诀,铁马飞桥,玄幻奇幻,,连载,Zongheng,14787195,91332770,204858,113,10066,994
极致进化,冷言笑语,科幻,,完结,Zongheng,1259108,623876,17730,22,32,0
边月满西山,奕辰辰,玄幻奇幻,,完结,Zongheng,3237684,5730613,137154,220,1490,0
夜烬天下,榭依,武侠仙侠,,完结,Zongheng,4537951,5912672,107531,74,146,0
五仙门,看得两叁言,武侠仙侠,,连载,Zongheng,9746108,7188878,101464,104,697,436
日月风华,沙漠,历史,,完结,Zongheng,6066154,45432602,5819914,1080,1806,3
剑道第一仙,萧瑾瑜,玄幻奇幻,,完结,Zongheng,11314838,111772734,855861,1347,6431,11
最强重装,马上有财,科幻,,完结,Zongheng,3013809,155192,6621,25,47,0
全音阶狂潮,灵宇,都市,,连载,Zongheng,7285162,6187555,1317516,34,1218,147
大隐,剑非心,武侠仙侠,,连载,Zongheng,917419,102917,14047,443,98,24
陆地键仙,六如和尚,玄幻奇幻,,连载,Zongheng,7749097,28630740,471414,827,3186,397
渡劫之王,无罪,武侠仙侠,,完结,Zongheng,4006216,576247713,6497336,26,908,46
卒舞,我等天黑,武侠仙侠,,连载,Zongheng,1972633,131690,20669,25,70,0
一剑绝世,贪睡的龙,玄幻奇幻,,完结,Zongheng,5740512,5205145,40448,60,315,0
模拟修仙传,乱世TICH,玄幻奇幻,,连载,Zongheng,2187663,4612481,182677,4473,2739,0
我用阵法补天地,提笔泼墨,玄幻奇幻,,完结,Zongheng,7325372,291255,16370,90,29,0
奇门圣尊,伴云来的风,玄幻奇幻,,完结,Zongheng,3558557,182117,6600,21,129,0
道断修罗,列夕,玄幻奇幻,,完结,Zongheng,13266747,1633941,20066,1838,148,0
我有一尊炼妖壶,轻浮你一笑,玄幻奇幻,,完结,Zongheng,4802514,4366609,37678,169,345,0
大明烟火,阳光下写字,历史,,连载,Zongheng,6113008,6518170,6758,40,84,0
万相之王,天蚕土豆,玄幻奇幻,,完结,Zongheng,4798602,109503745,257175,145,3586,38
将军好凶猛,更俗,历史,,完结,Zongheng,3315175,12298608,1131158,1328,1250,40
独步江湖,折柳问归人,武侠仙侠,,完结,Zongheng,2255212,83891,4326,32,40,0
创世血瞳,若水三秋酱,玄幻奇幻,,完结,Zongheng,5043496,460007,20822,36,344,0
仙王奶爸,单王张,都市,,完结,Zongheng,4934388,1843185,33082,38,211,0
娱乐王朝,三寸刀,都市,,完结,Zongheng,6256415,425306,114533,96,142,0
神霄之上,神出古异,武侠仙侠,,完结,Zongheng,3915966,2026232,40900,314,313,0
我契约了我自己,道三生,科幻,,完结,Zongheng,3068644,1877047,43438,56,185,8
陵虚血途,姜云,玄幻奇幻,,完结,Zongheng,2879684,973159,16947,7238,74,0
最强战神,烈焰滔滔,都市,,完结,Zongheng,5477393,24369037,614734,1837,1964,0
盖世人王,一叶青天,玄幻奇幻,,完结,Zongheng,5977434,15023176,88076,18083,882,38
过河卒,莫问江湖,武侠仙侠,,完结,Zongheng,7013976,10046234,169055,221,784,66
仙都,陈猿,玄幻奇幻,,连载,Zongheng,5841689,7245829,436477,350,617,138
大道神主,呆滞的鸡蛋,玄幻奇幻,,连载,Zongheng,5818201,194621,2783,4625,5,0
人间畏途,挥手长相谢,玄幻奇幻,,完结,Zongheng,2535745,86307,2027,64,43,0
霜刃裁天,冰融相溅,武侠仙侠,,完结,Zongheng,2059561,414028,13749,26,39,24
重返1998,笔舞春秋,都市,,完结,Zongheng,4395019,5891729,8864,65,188,21
全军列阵,知白,历史,,完结,Zongheng,4292575,34820248,1305817,5975,864,0
杨氏崛起之啃孙成仙,临轩逸云,武侠仙侠,,完结,Zongheng,4454059,1525279,21412,30,122,36
大荒剑帝,食堂包子,玄幻奇幻,,连载,Zongheng,5182489,8283723,56177,10183,300,89
恶鬼当道,六道蚂蚱,武侠仙侠,,完结,Zongheng,2923070,375531,12491,83,172,0
大魏芳华,西风紧,历史,,连载,Zongheng,2949151,18815781,613560,1895,2805,1478
武夫,平生未知寒,武侠仙侠,,完结,Zongheng,4134606,16384132,83140,1232,901,8
网游：我有万倍增幅,醉卧九重云,游戏,,完结,Zongheng,5645922,5448234,28004,196,314,0
凡徒,曳光,武侠仙侠,,完结,Zongheng,3279810,2241477,260185,148,187,8
重生之营销之王,易宿,都市,,完结,Zongheng,1039124,440462,24287,26,29,0
绝代医仙在都市,明珠蒋蒋,都市,,完结,Zongheng,1081066,524441,20165,49,100,0
我在明末当特工,阿甘先生,历史,,完结,Zongheng,1279566,270164,28312,46,23,0
我有一剑,青鸾峰上,玄幻奇幻,,完结,Zongheng,5528725,304202753,697636,1976,31577,37
灰烬领主,我爱小豆,玄幻奇幻,,连载,Zongheng,11970932,19895186,335688,5719,1969,345
人间第一刀,持灯者,武侠仙侠,,完结,Zongheng,2546744,20552,1703,22,38,0
此地有妖气,步履无声,都市,,完结,Zongheng,5760898,4075063,20368,56,215,0
我在修仙界猎杀穿越者,地瓜舟,武侠仙侠,,完结,Zongheng,1480149,396796,13942,2707,79,0
无限超进化,世纪阳光,玄幻奇幻,,连载,Zongheng,1631576,234091,10779,25,5,0
对弈江山,染夕遥,历史,,连载,Zongheng,7467482,2279967,196728,1845,162,48
大造化剑主,六道沉沦,玄幻奇幻,,完结,Zongheng,8641762,8215723,87478,76,352,0
超能星武,乱世狂刀,玄幻奇幻,,完结,Zongheng,2496309,5722399,125637,888,691,0
吞天道主,遥看远山,玄幻奇幻,,完结,Zongheng,2732074,228683,8533,35,75,0
机战：全金属风暴,辰燃,科幻,,完结,Zongheng,6354821,4390023,50697,65,257,3
且听剑吟,知是荔枝来,武侠仙侠,,连载,Zongheng,2719219,1678491,46254,112,230,0
医路青云,烟斗老哥,都市,,完结,Zongheng,3999835,8237932,103768,310,669,0
寻宝全世界,尼罗河,都市,,连载,Zongheng,6919150,2948883,82435,21,223,66
一世如龙,关中老人,都市,,完结,Zongheng,2999438,16707160,464635,99,171,0
夜江湖,醉柒夕,武侠仙侠,,完结,Zongheng,1057063,42721,2535,203,23,0
朱元璋穿越崇祯,风醉天下,历史,,完结,Zongheng,1154795,191289,1228,443,10,0
洛神纪,冬日温黄酒,玄幻奇幻,,完结,Zongheng,1222598,110976,4610,27,32,0
不朽神途,根本不重,玄幻奇幻,,连载,Zongheng,920776,16686,535,22,11,0
诡异降临：我为S级禁忌,米尼魂淡君,科幻,,连载,Zongheng,1003168,120652,452,44,13,0
身处末世：低调不成后信手斩龙,玄爷,科幻,,完结,Zongheng,2030539,144514,10080,24,743,0
绝世神医,李闲鱼,都市,,完结,Zongheng,2662144,2855361,36194,200,248,0
绝世强者,我本疯狂,都市,,完结,Zongheng,2020453,4003582,18285,50,245,0
弈剑书,旧山,武侠仙侠,,连载,Zongheng,2392711,373898,16251,2028,61,0
我缔造了文娱盛世,登岩的歌,都市,,完结,Zongheng,2084880,303951,7409,53,45,0
大明公务员,名剑山庄,历史,,完结,Zongheng,3253132,1211343,12337,64,50,0
冒牌运灵师,想看许多风景的兔子,都市,,完结,Zongheng,1943584,36530,3585,75,15,0
全能巨星：天道带我上高速,覆手,都市,,完结,Zongheng,1052696,825554,58248,45,56,0
国民神医,步行天下,都市,,完结,Zongheng,1098339,18292870,645778,3381,214,0
带着系统来大宋,浪子边城,历史,,完结,Zongheng,3009174,222723,6154,31,8,0
三国归晋,魔力鸟,历史,,完结,Zongheng,1368763,271190,15885,107,1,0
大燕斩妖人,独孤老道,玄幻奇幻,,完结,Zongheng,1401183,744309,8935,1102,27,0
一剑吞鸿,曹家大官人,武侠仙侠,,连载,Zongheng,2381639,1027914,99448,21,147,143
大道葬经,老夫所,玄幻奇幻,,完结,Zongheng,2430669,167143,749,110,18,0
末日游戏：开局觉醒神级天赋,休闲的道士,科幻,,完结,Zongheng,1208358,338611,1601,73,7,0
提刑仙官,一介白衣,武侠仙侠,,完结,Zongheng,696356,39549,3285,132,11,0
开局一座仙武宝库,心情很不棒,玄幻奇幻,,连载,Zongheng,1696818,369016,3428,30,28,0
审判未来2028,灵魂指匠,科幻,,完结,Zongheng,1095205,87667,7611,70,11,0
重生之我是大老板,快乐洪峰,都市,,连载,Zongheng,500197,10216,73,34,1,0
深度迷案,春天的熊,奇闻异事,,完结,Zongheng,1017367,109565,4132,110,84,0
布衣首辅,霁雪斋,历史,,完结,Zongheng,1756356,440827,108511,1399,83,0
高手下山：开局迎娶绝美女总裁,白玉扶风,都市,,完结,Zongheng,455757,51975,27,25,1,0
顶流男神当红不让,樱花浅笑,都市,,完结,Zongheng,1839616,52239,2608,234,100,0
我是刘协，我不做献帝,青烟慕,历史,,连载,Zongheng,3025573,134860,9649,37,4,0
空姐背后,雪豹,都市,,连载,Zongheng,2940976,831414,5731,37,64,14
电视世界大冒险,艾维秋,武侠仙侠,,连载,Zongheng,186558,4705,601,71,4,0
红楼低调人生,随雨安,历史,,完结,Zongheng,1073044,87702,2916,25,6,10
万古天骄,少侠爱喝酒,玄幻奇幻,,完结,Zongheng,3027442,3469678,7867,945,419,0
诡秘之王,魔术师的忧伤,玄幻奇幻,,完结,Zongheng,536796,28687,876,197,16,0
无境之剑,翻书听风,武侠仙侠,,完结,Zongheng,2424709,128155,402,23,13,0
剑飞,红尘逸仙,玄幻奇幻,,完结,Zongheng,1285033,388498,29824,84,38,0
开局成为大反派，那我只好无敌了,王小猪,玄幻奇幻,,完结,Zongheng,890541,49772,2787,54,18,0
绝世龙婿,流氓鱼儿,都市,,完结,Zongheng,3549579,724470,5231,413,60,0
太古龙神,月如火,玄幻奇幻,,连载,Zongheng,1175810,2201882,35823,10948,281,53
雪中悍刀行,烽火戏诸侯,玄幻奇幻,,完结,Zongheng,4615353,122878270,10739808,123,15230,56
天道天骄,拈花一叶,玄幻奇幻,,连载,Zongheng,18297742,2213591,50708,94,77,0
星辰之主,减肥专家,科幻,,连载,Zongheng,7896999,16789342,3523732,2078,3135,3106
逆天邪神,火星引力,玄幻奇幻,,连载,Zongheng,7866492,339934996,3867040,41,71225,7636
生物骇客,巷晨虞,科幻,,完结,Zongheng,574928,4327367,53546,41,37,0
一世独尊,月如火,玄幻奇幻,,完结,Zongheng,7830380,28780550,243050,494,4467,8
天降鬼才,武异,玄幻奇幻,,连载,Zongheng,12504929,1546109,107287,152,319,15
问镜,减肥专家,玄幻奇幻,,完结,Zongheng,5176441,17829862,2651335,21,533,42
剑来,烽火戏诸侯,武侠仙侠,,连载,Zongheng,13059580,353693041,18733634,1124,158301,4277
末日崛起,太极阴阳鱼,科幻,,连载,Zongheng,7991075,5553992,425137,101,372,7
踏星,随散飘风,科幻,,完结,Zongheng,17017670,130694922,1348833,1360,13277,42
猎户出山,阳子下,都市,,完结,Zongheng,6322015,2970706,41977,25,330,1
狂暴逆袭,罗玛,玄幻奇幻,,连载,Zongheng,8090044,5413528,248187,29,874,0
最强都市修真,俗师,都市,,连载,Zongheng,1324639,6801789,23104,22,40,0
猎天争锋,睡秋,玄幻奇幻,,完结,Zongheng,6360220,13163722,526842,665,444,114
都市古仙医,超爽黑啤,都市,,连载,Zongheng,10815609,34712718,18069,145,1658,0
凶灵秘闻录,北极猎手,奇闻异事,,完结,Zongheng,9852661,3155727,71924,83,495,21
太荒吞天诀,铁马飞桥,玄幻奇幻,,连载,Zongheng,14787195,91332815,204858,202,10066,994
夜烬天下,榭依,武侠仙侠,,完结,Zongheng,4537951,5912672,107531,23,146,0
五仙门,看得两叁言,武侠仙侠,,连载,Zongheng,9746108,7188879,101464,122,697,436
日月风华,沙漠,历史,,完结,Zongheng,6066154,45432602,5819914,659,1806,3
剑道第一仙,萧瑾瑜,玄幻奇幻,,完结,Zongheng,11314838,111772740,855861,1833,6431,11
全音阶狂潮,灵宇,都市,,连载,Zongheng,7285162,6187555,1317516,44,1218,147
大隐,剑非心,武侠仙侠,,连载,Zongheng,917419,102917,14047,224,98,24
七世神盘,半部皇城,玄幻奇幻,,连载,Zongheng,6459265,174697,5959,111,202,0
陆地键仙,六如和尚,玄幻奇幻,,连载,Zongheng,7749097,28630744,471414,401,3186,397
卒舞,我等天黑,武侠仙侠,,连载,Zongheng,1972633,131690,20669,69,70,0
一剑绝世,贪睡的龙,玄幻奇幻,,完结,Zongheng,5740512,5205147,40448,78,315,0
模拟修仙传,乱世TICH,玄幻奇幻,,连载,Zongheng,2187663,4612481,182677,30,2739,0
奇门圣尊,伴云来的风,玄幻奇幻,,完结,Zongheng,3558557,182117,6600,20,129,0
道断修罗,列夕,玄幻奇幻,,完结,Zongheng,13266747,1633941,20066,1209,148,0
我有一尊炼妖壶,轻浮你一笑,玄幻奇幻,,完结,Zongheng,4802514,4366609,37678,149,345,0
仙帝,落渊,玄幻奇幻,,连载,Zongheng,3682996,253448,3573,26,13,0
万相之王,天蚕土豆,玄幻奇幻,,完结,Zongheng,4798602,109503752,257175,155,3586,38
将军好凶猛,更俗,历史,,完结,Zongheng,3315175,12298608,1131158,1183,1250,40
创世血瞳,若水三秋酱,玄幻奇幻,,完结,Zongheng,5043496,460007,20822,31,344,0
仙王奶爸,单王张,都市,,完结,Zongheng,4934388,1843185,33082,54,211,0
娱乐王朝,三寸刀,都市,,完结,Zongheng,6256415,425306,114533,123,142,0
神霄之上,神出古异,武侠仙侠,,完结,Zongheng,3915966,2026232,40900,58,313,0
