title,author_name,word_count,month_tickets,total_recommendation_count,status,category_name,platform,engagement_score
五仙门,看得两叁言,9694000.0,0,100000,连载中,武侠仙侠,Zongheng,0.0
全家夺我军功，重生嫡女屠了满门,我吃饱饱,1829000.0,232,878,连载中,古代言情,Zongheng,1.2615551930396955
离婚后她惊艳了世界,明婳,7585000.0,944,29000,连载中,现代言情,Zongheng,1.2429229756418696
源力过载,我爱小豆,1717000.0,0,22000,连载中,玄幻奇幻,Zongheng,0.0
大明第一墙头草,随轻风去,852000.0,0,16000,连载中,历史,Zongheng,0.0
从县委书记到权力巅峰,任语丁,4507000.0,0,5016,连载中,都市,Zongheng,0.0
第一剑仙,火神,1614000.0,0,10000,连载中,玄幻奇幻,Zongheng,0.0
踏星,随散飘风,17017000.0,0,1348000,完结,科幻,Zongheng,0.0
葬神棺,浮生一诺,5745000.0,0,6207,连载中,玄幻奇幻,Zongheng,0.0
重生1958：从窝在深山打猎开始,妖道无涯,4323000.0,0,11000,连载中,都市,Zongheng,0.0
逆天邪神：师尊，你不太对劲,叁石平金泽,388000.0,0,2249,连载中,玄幻奇幻,Zongheng,0.0
大乾最狂驸马爷,半程烟雨,2627000.0,0,6711,连载中,历史,Zongheng,0.0
盖世神医,狐颜乱语,7928000.0,0,4188,连载中,都市,Zongheng,0.0
极道剑尊,二十七杯酒,9117000.0,0,8626,连载中,玄幻奇幻,Zongheng,0.0
火红年代：知青小医生，青梅陪我下乡,磐石开花,1919000.0,0,338,连载中,都市,Zongheng,0.0
抢我婚约嫁太子？我携孕肚嫁皇帝,缓缓归,693000.0,152,467,连载中,古代言情,Zongheng,2.1621621621621623
网游：开局刮刮乐，觉醒唯一SSS天赋,亦晨,1876000.0,0,1118,连载中,游戏,Zongheng,0.0
步步登阶,江湖如梦,1469000.0,0,1293,连载中,都市,Zongheng,0.0
阴脉先生,想看许多风景的兔子,3404000.0,0,52000,连载中,奇闻异事,Zongheng,0.0
朱门春闺,琼玉,324000.0,153,116,连载中,古代言情,Zongheng,4.580838323353293
新官路商途,更俗,3208000.0,0,834000,完结,都市,Zongheng,0.0
天上白玉京,莫问江湖,983000.0,0,22000,连载中,玄幻奇幻,Zongheng,0.0
第一天骄,苏月夕,1964000.0,0,25000,连载中,玄幻奇幻,Zongheng,0.0
囚仙塔,醉卧九重云,495000.0,0,3113,连载中,玄幻奇幻,Zongheng,0.0
舔狗反派只想苟，女主不按套路走！,我是愤怒,5124000.0,0,6021,连载中,都市,Zongheng,0.0
盘龙神剑,列夕,3375000.0,0,15000,连载中,玄幻奇幻,Zongheng,0.0
巅峰权途,争渡,3464000.0,0,2416,连载中,都市,Zongheng,0.0
孩子谁爱生谁生，我勾帝心夺凤位,爱吃石榴,1770000.0,132,2847,连载中,古代言情,Zongheng,0.7415730337078652
被贵妃配给太监当对食后,沙子,1620000.0,131,1547,连载中,古代言情,Zongheng,0.803680981595092
触碰蔷薇,子木李,1558000.0,116,29000,连载中,现代言情,Zongheng,0.7397959183673469
开局丹田被废，我靠炼丹杀疯了,码字养猫,2516000.0,0,516,连载中,玄幻奇幻,Zongheng,0.0
葬仙棺,执笔人,3505000.0,0,993,连载中,玄幻奇幻,Zongheng,0.0
财戒,嚣张农民,2588000.0,0,1008,连载中,都市,Zongheng,0.0
人在末世，我能联通现实,精英hr,2448000.0,0,48000,连载中,科幻,Zongheng,0.0
万相之王,天蚕土豆,4798000.0,0,257000,完结,玄幻奇幻,Zongheng,0.0
二婚嫁京圈大佬，渣前夫疯了,程以贰,3534000.0,108,4975,连载中,现代言情,Zongheng,0.3047404063205418
重生78，开局被女知青退婚,风里掌灯见惊泓,4612000.0,0,14000,连载中,都市,Zongheng,0.0
顾总，你前妻在科研界杀疯了！,席宝贝,1658000.0,101,3631,连载中,现代言情,Zongheng,0.605515587529976
我医武双绝，踏出女子监狱起无敌！,清风万里,2214000.0,0,562,连载中,都市,Zongheng,0.0
陆地键仙,六如和尚,7732000.0,0,470000,连载中,玄幻奇幻,Zongheng,0.0
无敌逍遥侯,沧海种树,1468000.0,0,178,连载中,历史,Zongheng,0.0
高武校长，我的实力是全校总和！,邯郸财阀,1423000.0,0,1438,连载中,都市,Zongheng,0.0
重生2000：从追求青涩校花同桌开始,痞子老妖,4300000.0,0,9130,完结,都市,Zongheng,0.0
万剑朝宗,六道沉沦,1443000.0,0,17000,连载中,玄幻奇幻,Zongheng,0.0
大荒剑帝,食堂包子,5163000.0,0,56000,连载中,玄幻奇幻,Zongheng,0.0
被贬边疆，成就最强藩王,绯雨,1363000.0,0,562,连载中,历史,Zongheng,0.0
打到北极圈了，你让我继承皇位？,橡皮泥,2474000.0,0,1659,连载中,历史,Zongheng,0.0
离婚三天：我冷淡至极，他索吻成瘾,风羽轻轻,1453000.0,89,4035,连载中,现代言情,Zongheng,0.608339029391661
他说不爱，婚后却沦陷了,如鱼,1736000.0,83,691,连载中,现代言情,Zongheng,0.47537227949599087
第五年重逢，驰先生再度失控,锦锦不是妖,442000.0,84,295,连载中,现代言情,Zongheng,1.8584070796460175
重生急诊医生：从挽救市长千金开始,纸扇不用扇,2105000.0,0,2162,连载中,都市,Zongheng,0.0
老公重生没选我？闪婚消防员爽翻了,一碗水饺,1175000.0,82,431,连载中,现代言情,Zongheng,0.6919831223628692
凡尘飞仙,齐甲,4797000.0,0,578,连载中,武侠仙侠,Zongheng,0.0
嫁太监？踏破鬼门女帝凤临天下,狐狸九,1044000.0,79,511,连载中,古代言情,Zongheng,0.7495256166982922
弑神仙尊,浪迹天涯觅卿归,1241000.0,0,28000,连载中,玄幻奇幻,Zongheng,0.0
吃蘑菇后，我成了绝世古仙医,李闲鱼,1459000.0,0,10000,连载中,都市,Zongheng,0.0
我省府大秘，问鼎京圈,林新儿,1233000.0,0,268,连载中,都市,Zongheng,0.0
妙手大仙医,金佛,4097000.0,0,8038,连载中,都市,Zongheng,0.0
混沌塔,惊蛰落月,3079000.0,0,1780,连载中,玄幻奇幻,Zongheng,0.0
阎王下山,苍月夜,4374000.0,0,5069,连载中,都市,Zongheng,0.0
吞天混沌经：开局先吞圣女修为,一阵乱写,3971000.0,0,135,连载中,玄幻奇幻,Zongheng,0.0
盗天之路,二郎骑牛,573000.0,0,26000,连载中,玄幻奇幻,Zongheng,0.0
剑来：宁姚做大，秀做小,隋家书香院,1337000.0,0,816,连载中,N次元,Zongheng,0.0
阴当,北派无尽夏,1244000.0,66,1664,连载中,现代言情,Zongheng,0.5263157894736842
侯门第一纨绔,开门迎客,1363000.0,0,811,连载中,历史,Zongheng,0.0
忘川引渡人,猛吃八大碗,182000.0,0,564,连载中,玄幻奇幻,Zongheng,0.0
警报！真龙出狱！,红透半边天,2347000.0,0,1425,连载中,都市,Zongheng,0.0
武道长生：从猎户开始加点修行,尼罗河,271000.0,0,1391,连载中,玄幻奇幻,Zongheng,0.0
都市古仙医2：大医镇世,超爽黑啤,1085000.0,0,1895,连载中,都市,Zongheng,0.0
仙棺，神墟，剑无敌！,千年老龟,5414000.0,0,2871,连载中,玄幻奇幻,Zongheng,0.0
东北修道三十年，世人敬我如敬神,火出全宇宙,616000.0,0,789,连载中,奇闻异事,Zongheng,0.0
从省府大秘到权力巅峰,一起功成名就,1647000.0,0,2357,连载中,都市,Zongheng,0.0
敲骨吸髓？重生另选家人宠我如宝,清砚,814000.0,56,274,连载中,古代言情,Zongheng,0.6796116504854368
