title,author_name,word_count,month_tickets,total_recommendation_count,status,category_name,platform,engagement_score,cluster,tier
问鼎：从一等功臣到权力巅峰,晨星天使,7773000.0,0,29000,连载中,都市,Zongheng,0.0,2,B级腰部
封疆悍卒,宿言辰,2047000.0,0,6706,连载中,历史,Zongheng,0.0,1,C级普通
逆流年代：从1970开始种田养家,慎思量,3699000.0,0,10000,连载中,都市,Zongheng,0.0,1,C级普通
剑斩仙门,蜗牛狂奔,564000.0,0,3566,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
天命：从大业十二年开始,赵子曰,2996000.0,0,102000,连载中,历史,Zongheng,0.0,1,C级普通
剑动仙朝,一叶青天,937000.0,0,9965,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
人间有剑,平生未知寒,1754000.0,0,62000,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
湘阳路警事,明珠蒋蒋,301000.0,0,3274,连载中,现实题材,Zongheng,0.0,1,C级普通
巅峰青云路,登封造极,4231000.0,0,6947,连载中,都市,Zongheng,0.0,1,C级普通
躺平：老婆修炼我变强,万红壮,4178000.0,0,18000,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
星辰之主,减肥专家,7863000.0,0,3517000,连载中,科幻,Zongheng,0.0,2,B级腰部
有帝族背景还开挂，我无敌了！,不太勇敢,2930000.0,0,1957,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
大明：寒门辅臣,寒梅惊雪,6692000.0,0,53000,连载中,历史,Zongheng,0.0,1,C级普通
问鼎青云：从退役功臣到权力之巅,沧海横流,2551000.0,0,6953,连载中,都市,Zongheng,0.0,1,C级普通
诡异游戏：开局觉醒Bug级天赋,予作,1646000.0,0,16000,连载中,都市,Zongheng,0.0,1,C级普通
大魏芳华,西风紧,2914000.0,0,610000,连载中,历史,Zongheng,0.0,1,C级普通
吞噬九重天,屠刀成佛,8557000.0,0,8698,连载中,玄幻奇幻,Zongheng,0.0,2,B级腰部
灰烬领主,我爱小豆,11924000.0,0,334000,连载中,玄幻奇幻,Zongheng,0.0,2,B级腰部
鸿蒙霸体诀,鱼初见,7743000.0,0,10000,连载中,玄幻奇幻,Zongheng,0.0,2,B级腰部
割鹿记,无罪,3728000.0,0,232000,连载中,历史,Zongheng,0.0,1,C级普通
大雪满龙刀,乱世狂刀,1538000.0,0,320000,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
边军悍卒,木有金箍,2487000.0,0,7275,连载中,历史,Zongheng,0.0,1,C级普通
边关兵王：从领娶罪女开始崛起,青岳,1298000.0,0,1617,连载中,历史,Zongheng,0.0,1,C级普通
凰宫梦,蓝九九,3230000.0,573,12000,连载中,古代言情,Zongheng,1.7685185185185186,1,C级普通
屠狗之辈,关中老人,2363000.0,0,281000,连载中,都市,Zongheng,0.0,1,C级普通
逍遥四公子,修果,4476000.0,0,11000,连载中,历史,Zongheng,0.0,1,C级普通
武道长生，从大离第一纨绔开始,借我三两风,1162000.0,0,3725,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
星际猎人,太极阴阳鱼,1476000.0,0,29000,连载中,科幻,Zongheng,0.0,1,C级普通
权力巅峰,任风萧,4906000.0,0,13000,连载中,都市,Zongheng,0.0,1,C级普通
皇叔借点功德，王妃把符画猛了,安卿心,3739000.0,312,16000,连载中,古代言情,Zongheng,0.8322219258468926,1,C级普通
解春衫,随山月,599000.0,234,889,连载中,古代言情,Zongheng,3.8423645320197046,1,C级普通
道侣背叛后，我征服女帝证大道,抹茶春卷,2227000.0,0,3347,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
五仙门,看得两叁言,9694000.0,0,100000,连载中,武侠仙侠,Zongheng,0.0,2,B级腰部
全家夺我军功，重生嫡女屠了满门,我吃饱饱,1829000.0,232,878,连载中,古代言情,Zongheng,1.2615551930396955,1,C级普通
离婚后她惊艳了世界,明婳,7585000.0,944,29000,连载中,现代言情,Zongheng,1.2429229756418696,2,B级腰部
源力过载,我爱小豆,1717000.0,0,22000,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
大明第一墙头草,随轻风去,852000.0,0,16000,连载中,历史,Zongheng,0.0,1,C级普通
从县委书记到权力巅峰,任语丁,4507000.0,0,5016,连载中,都市,Zongheng,0.0,1,C级普通
第一剑仙,火神,1614000.0,0,10000,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
踏星,随散飘风,17017000.0,0,1348000,完结,科幻,Zongheng,0.0,2,B级腰部
葬神棺,浮生一诺,5745000.0,0,6207,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
重生1958：从窝在深山打猎开始,妖道无涯,4323000.0,0,11000,连载中,都市,Zongheng,0.0,1,C级普通
逆天邪神：师尊，你不太对劲,叁石平金泽,388000.0,0,2249,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
大乾最狂驸马爷,半程烟雨,2627000.0,0,6711,连载中,历史,Zongheng,0.0,1,C级普通
盖世神医,狐颜乱语,7928000.0,0,4188,连载中,都市,Zongheng,0.0,2,B级腰部
极道剑尊,二十七杯酒,9117000.0,0,8626,连载中,玄幻奇幻,Zongheng,0.0,2,B级腰部
火红年代：知青小医生，青梅陪我下乡,磐石开花,1919000.0,0,338,连载中,都市,Zongheng,0.0,1,C级普通
抢我婚约嫁太子？我携孕肚嫁皇帝,缓缓归,693000.0,152,467,连载中,古代言情,Zongheng,2.1621621621621623,1,C级普通
网游：开局刮刮乐，觉醒唯一SSS天赋,亦晨,1876000.0,0,1118,连载中,游戏,Zongheng,0.0,1,C级普通
步步登阶,江湖如梦,1469000.0,0,1293,连载中,都市,Zongheng,0.0,1,C级普通
阴脉先生,想看许多风景的兔子,3404000.0,0,52000,连载中,奇闻异事,Zongheng,0.0,1,C级普通
朱门春闺,琼玉,324000.0,153,116,连载中,古代言情,Zongheng,4.580838323353293,1,C级普通
新官路商途,更俗,3208000.0,0,834000,完结,都市,Zongheng,0.0,1,C级普通
天上白玉京,莫问江湖,983000.0,0,22000,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
第一天骄,苏月夕,1964000.0,0,25000,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
囚仙塔,醉卧九重云,495000.0,0,3113,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
舔狗反派只想苟，女主不按套路走！,我是愤怒,5124000.0,0,6021,连载中,都市,Zongheng,0.0,1,C级普通
盘龙神剑,列夕,3375000.0,0,15000,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
巅峰权途,争渡,3464000.0,0,2416,连载中,都市,Zongheng,0.0,1,C级普通
孩子谁爱生谁生，我勾帝心夺凤位,爱吃石榴,1770000.0,132,2847,连载中,古代言情,Zongheng,0.7415730337078652,1,C级普通
被贵妃配给太监当对食后,沙子,1620000.0,131,1547,连载中,古代言情,Zongheng,0.803680981595092,1,C级普通
触碰蔷薇,子木李,1558000.0,116,29000,连载中,现代言情,Zongheng,0.7397959183673469,1,C级普通
开局丹田被废，我靠炼丹杀疯了,码字养猫,2516000.0,0,516,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
葬仙棺,执笔人,3505000.0,0,993,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
财戒,嚣张农民,2588000.0,0,1008,连载中,都市,Zongheng,0.0,1,C级普通
人在末世，我能联通现实,精英hr,2448000.0,0,48000,连载中,科幻,Zongheng,0.0,1,C级普通
万相之王,天蚕土豆,4798000.0,0,257000,完结,玄幻奇幻,Zongheng,0.0,1,C级普通
二婚嫁京圈大佬，渣前夫疯了,程以贰,3534000.0,108,4975,连载中,现代言情,Zongheng,0.3047404063205418,1,C级普通
重生78，开局被女知青退婚,风里掌灯见惊泓,4612000.0,0,14000,连载中,都市,Zongheng,0.0,1,C级普通
顾总，你前妻在科研界杀疯了！,席宝贝,1658000.0,101,3631,连载中,现代言情,Zongheng,0.605515587529976,1,C级普通
我医武双绝，踏出女子监狱起无敌！,清风万里,2214000.0,0,562,连载中,都市,Zongheng,0.0,1,C级普通
陆地键仙,六如和尚,7732000.0,0,470000,连载中,玄幻奇幻,Zongheng,0.0,2,B级腰部
无敌逍遥侯,沧海种树,1468000.0,0,178,连载中,历史,Zongheng,0.0,1,C级普通
高武校长，我的实力是全校总和！,邯郸财阀,1423000.0,0,1438,连载中,都市,Zongheng,0.0,1,C级普通
重生2000：从追求青涩校花同桌开始,痞子老妖,4300000.0,0,9130,完结,都市,Zongheng,0.0,1,C级普通
万剑朝宗,六道沉沦,1443000.0,0,17000,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
大荒剑帝,食堂包子,5163000.0,0,56000,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
被贬边疆，成就最强藩王,绯雨,1363000.0,0,562,连载中,历史,Zongheng,0.0,1,C级普通
打到北极圈了，你让我继承皇位？,橡皮泥,2474000.0,0,1659,连载中,历史,Zongheng,0.0,1,C级普通
离婚三天：我冷淡至极，他索吻成瘾,风羽轻轻,1453000.0,89,4035,连载中,现代言情,Zongheng,0.608339029391661,1,C级普通
他说不爱，婚后却沦陷了,如鱼,1736000.0,83,691,连载中,现代言情,Zongheng,0.4753722794959908,1,C级普通
第五年重逢，驰先生再度失控,锦锦不是妖,442000.0,84,295,连载中,现代言情,Zongheng,1.8584070796460173,1,C级普通
重生急诊医生：从挽救市长千金开始,纸扇不用扇,2105000.0,0,2162,连载中,都市,Zongheng,0.0,1,C级普通
老公重生没选我？闪婚消防员爽翻了,一碗水饺,1175000.0,82,431,连载中,现代言情,Zongheng,0.6919831223628692,1,C级普通
凡尘飞仙,齐甲,4797000.0,0,578,连载中,武侠仙侠,Zongheng,0.0,1,C级普通
嫁太监？踏破鬼门女帝凤临天下,狐狸九,1044000.0,79,511,连载中,古代言情,Zongheng,0.7495256166982922,1,C级普通
弑神仙尊,浪迹天涯觅卿归,1241000.0,0,28000,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
吃蘑菇后，我成了绝世古仙医,李闲鱼,1459000.0,0,10000,连载中,都市,Zongheng,0.0,1,C级普通
我省府大秘，问鼎京圈,林新儿,1233000.0,0,268,连载中,都市,Zongheng,0.0,1,C级普通
妙手大仙医,金佛,4097000.0,0,8038,连载中,都市,Zongheng,0.0,1,C级普通
混沌塔,惊蛰落月,3079000.0,0,1780,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
阎王下山,苍月夜,4374000.0,0,5069,连载中,都市,Zongheng,0.0,1,C级普通
吞天混沌经：开局先吞圣女修为,一阵乱写,3971000.0,0,135,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
盗天之路,二郎骑牛,573000.0,0,26000,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
剑来：宁姚做大，秀做小,隋家书香院,1337000.0,0,816,连载中,N次元,Zongheng,0.0,1,C级普通
阴当,北派无尽夏,1244000.0,66,1664,连载中,现代言情,Zongheng,0.5263157894736842,1,C级普通
侯门第一纨绔,开门迎客,1363000.0,0,811,连载中,历史,Zongheng,0.0,1,C级普通
忘川引渡人,猛吃八大碗,182000.0,0,564,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
警报！真龙出狱！,红透半边天,2347000.0,0,1425,连载中,都市,Zongheng,0.0,1,C级普通
武道长生：从猎户开始加点修行,尼罗河,271000.0,0,1391,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
都市古仙医2：大医镇世,超爽黑啤,1085000.0,0,1895,连载中,都市,Zongheng,0.0,1,C级普通
仙棺，神墟，剑无敌！,千年老龟,5414000.0,0,2871,连载中,玄幻奇幻,Zongheng,0.0,1,C级普通
东北修道三十年，世人敬我如敬神,火出全宇宙,616000.0,0,789,连载中,奇闻异事,Zongheng,0.0,1,C级普通
从省府大秘到权力巅峰,一起功成名就,1647000.0,0,2357,连载中,都市,Zongheng,0.0,1,C级普通
敲骨吸髓？重生另选家人宠我如宝,清砚,814000.0,56,274,连载中,古代言情,Zongheng,0.6796116504854368,1,C级普通
